timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-06T19:50:01.914998,8.53,56.41,3.48,medium
2025-05-06T19:50:03.908633,8.6,55.59,3.44,medium
2025-05-06T19:50:05.917776,9.2,52.25,4.63,medium
2025-05-06T19:50:07.927548,9.66,47.17,4.73,medium
2025-05-06T19:50:09.924767,10.11,41.9,3.35,medium
2025-05-06T19:50:11.910489,10.77,43.37,2.49,medium
2025-05-06T19:50:13.948502,10.51,42.68,2.74,medium
2025-05-06T19:50:15.932137,10.37,46.59,1.48,high
2025-05-06T19:50:17.937149,10.1,46.62,1.22,high
2025-05-06T19:50:19.912550,10.05,48.34,1.27,high
2025-05-06T19:50:21.909104,9.24,45.54,1.05,high
2025-05-06T19:50:23.913290,9.23,46.52,0.91,high
2025-05-06T19:50:25.912842,9.38,43.01,0.75,high
2025-05-06T19:50:27.915331,9.48,46.23,0.99,high
2025-05-06T19:50:29.916364,9.1,45.26,1.21,high
2025-05-06T19:50:31.911188,9.68,44.73,1.36,high
2025-05-06T19:50:33.911743,9.75,44.41,1.42,high
2025-05-06T19:50:35.910864,9.8,46.58,1.59,high
2025-05-06T19:50:37.915930,9.21,48.99,1.42,high
2025-05-06T19:50:39.918012,9.39,50.33,1.01,high
2025-05-06T19:50:41.947371,9.51,50.16,0.93,high
2025-05-06T19:51:41.981958,9.27,55.67,1.02,high
2025-05-06T19:51:43.719268,9.12,53.76,0.95,high
2025-05-06T19:51:45.714513,9.92,48.27,1.1,high
2025-05-06T19:51:47.714819,9.52,47.56,1.07,high
2025-05-06T19:51:49.713291,9.23,46.29,1.21,high
2025-05-06T19:51:51.714231,9.36,48.77,1.41,high
2025-05-06T19:51:53.733569,9.34,53.41,1.46,high
2025-05-06T19:51:55.712009,9.45,57.55,1.41,high
2025-05-06T19:51:57.724283,9.96,52.84,1.33,high
2025-05-06T19:51:59.720762,10.31,54.43,1.29,high
2025-05-06T19:52:01.717916,9.7,54.88,1.15,high
2025-05-06T19:52:03.725557,9.72,56.16,2.13,medium
2025-05-06T19:52:05.713795,9.5,55.54,2.04,medium
2025-05-06T19:52:07.714665,9.31,59.39,2.0,medium
2025-05-06T19:52:09.714427,9.53,62.84,2.07,medium
2025-05-06T19:52:11.714493,9.95,61.88,2.14,medium
2025-05-06T19:52:13.714328,9.75,60.62,1.02,high
2025-05-06T19:52:15.726539,9.63,57.1,1.01,high
2025-05-06T19:52:17.713847,9.64,60.76,1.2,high
2025-05-06T19:52:19.713598,9.39,54.81,1.12,high
2025-05-06T19:52:21.714460,9.32,54.94,1.04,high
2025-05-06T19:52:23.718044,9.33,54.36,1.0,high
2025-05-06T19:52:25.718382,9.56,55.36,1.18,high
2025-05-06T19:52:27.713047,9.67,54.91,1.11,high
2025-05-06T19:52:29.719501,10.16,60.19,1.04,high
2025-05-06T19:52:31.718160,9.8,61.28,1.17,high
2025-05-06T19:52:33.723464,10.03,59.5,1.21,high
2025-05-06T19:52:35.714017,9.94,60.6,1.11,high
2025-05-06T19:52:37.719924,9.8,57.75,1.18,high
2025-05-06T19:52:39.717220,9.48,55.8,1.45,high
2025-05-06T19:52:41.715318,9.65,52.53,1.45,high
2025-05-06T19:52:43.714498,9.3,51.37,1.51,high
2025-05-06T19:52:45.719610,9.33,48.31,1.29,high
2025-05-06T19:52:47.713814,9.28,49.05,1.17,high
2025-05-06T19:52:49.721999,9.13,44.8,0.96,high
2025-05-06T19:52:51.715260,9.09,46.59,1.11,high
2025-05-06T19:52:53.719520,8.96,52.61,0.92,high
2025-05-06T19:52:55.717882,8.84,55.53,1.12,high
2025-05-06T19:52:57.713500,9.05,58.21,1.05,high
2025-05-06T19:52:59.716635,8.87,60.1,2.39,medium
2025-05-06T19:53:01.736904,8.64,63.03,2.11,medium
2025-05-06T19:53:03.730828,8.96,62.46,2.34,medium
2025-05-06T19:53:05.717060,8.84,62.12,2.31,medium
2025-05-06T19:53:07.726378,8.68,56.86,3.68,medium
2025-05-06T19:53:09.754945,9.15,60.93,3.25,medium
2025-05-06T19:53:11.733300,9.69,61.22,4.68,medium
2025-05-06T19:53:13.719534,9.51,58.99,5.62,low
2025-05-06T19:53:20.080928,9.64,62.19,2.44,medium
2025-05-06T19:53:21.725887,9.54,59.19,2.34,medium
2025-05-06T19:53:23.729763,9.47,60.35,1.38,medium
2025-05-06T19:53:25.725386,9.54,57.52,2.56,medium
2025-05-06T19:53:27.716673,9.56,54.05,2.68,medium
2025-05-06T19:53:29.719273,9.82,52.29,2.63,medium
2025-05-06T19:53:31.712432,9.94,53.02,2.33,medium
2025-05-06T19:53:33.723217,10.53,55.21,2.29,medium
2025-05-06T19:53:35.738031,10.5,58.97,1.1,high
2025-05-06T19:53:37.717301,10.37,60.31,1.14,high
2025-05-06T19:53:39.714733,9.9,60.06,1.08,high
2025-05-06T19:53:41.714406,9.73,59.12,1.13,high
2025-05-06T19:53:43.716552,9.69,53.18,2.04,medium
2025-05-06T19:53:45.720010,9.99,50.47,1.87,medium
2025-05-06T19:53:47.717838,10.04,51.78,1.79,medium
2025-05-06T19:53:49.720638,10.14,52.19,1.76,high
2025-05-06T19:53:51.725600,9.61,52.73,1.66,high
2025-05-06T19:53:53.734127,8.92,53.97,1.37,high
2025-05-06T19:53:55.721202,8.3,54.5,1.4,high
2025-05-06T19:53:57.723496,8.71,50.35,1.37,high
2025-05-06T19:53:59.714103,8.98,50.27,1.56,high
2025-05-06T19:54:01.733002,9.58,45.02,1.63,high
2025-05-06T19:54:03.721905,10.27,44.74,1.03,high
2025-05-06T19:54:05.721922,10.83,45.97,1.07,high
2025-05-06T19:54:07.721754,10.51,51.53,1.06,high
2025-05-06T19:54:09.731396,10.44,53.82,0.95,high
2025-05-06T19:54:11.730117,10.67,60.22,2.12,medium
2025-05-06T19:54:13.718337,10.33,62.22,2.1,medium
2025-05-06T19:54:15.727372,10.37,61.09,2.01,medium
2025-05-06T19:54:17.725463,10.43,62.36,3.42,medium
2025-05-06T19:54:19.725456,10.29,61.63,3.45,medium
2025-05-06T19:54:21.727893,9.94,60.17,2.32,medium
2025-05-06T19:54:23.722412,10.03,60.66,2.2,medium
2025-05-06T19:54:25.717378,9.57,60.07,2.89,medium
2025-05-06T19:54:27.717259,9.53,55.98,1.48,high
2025-05-06T19:54:29.716422,8.88,56.96,1.39,high
2025-05-06T19:54:31.720929,8.99,57.72,1.36,high
2025-05-06T19:54:33.715152,9.22,54.39,1.39,high
2025-05-06T19:54:35.715925,9.47,53.44,0.7,high
2025-05-06T19:54:37.719882,8.89,56.22,0.67,high
2025-05-06T19:54:39.719095,9.64,57.13,0.68,high
2025-05-06T19:54:41.714347,9.75,52.33,0.72,high
2025-05-06T19:54:43.718012,9.51,53.11,0.8,high
2025-05-06T19:54:45.714283,9.52,53.55,0.89,high
2025-05-06T19:54:47.716998,9.85,50.54,1.25,high
2025-05-06T19:54:49.718249,9.83,49.7,1.3,high
2025-05-06T19:54:51.715463,9.6,51.57,1.4,high
2025-05-06T19:54:53.714329,9.45,55.38,1.4,high
2025-05-06T19:54:55.713520,9.43,58.04,1.52,high
2025-05-06T19:54:57.720862,9.32,59.5,1.15,high
2025-05-06T19:54:59.716780,8.91,56.1,1.22,high
2025-05-06T19:55:01.714361,9.09,58.03,0.95,high
2025-05-06T19:55:03.717723,9.68,51.25,1.53,high
2025-05-06T19:55:05.714325,9.43,51.28,1.99,high
2025-05-06T19:55:07.720006,10.04,50.8,1.96,high
2025-05-06T19:55:09.724713,10.19,53.0,1.77,high
2025-05-06T19:55:11.714441,10.11,53.56,1.89,high
2025-05-06T19:55:13.713284,9.44,60.17,1.63,high
2025-05-06T19:55:15.713455,9.91,57.15,1.07,high
2025-05-06T19:55:17.717454,9.0,56.94,1.27,high
2025-05-06T19:55:19.718161,9.26,56.09,1.37,high
2025-05-06T19:55:21.716173,9.34,56.39,1.43,high
2025-05-06T19:55:23.720800,10.02,56.63,2.44,medium
2025-05-06T19:55:25.724888,9.73,58.79,2.54,medium
2025-05-06T19:55:27.724663,10.35,59.96,2.6,medium
2025-05-06T19:55:29.731432,9.69,58.62,2.68,medium
2025-05-06T19:55:31.735716,9.2,58.21,2.55,medium
2025-05-06T19:55:33.722366,8.01,56.39,1.18,high
2025-05-06T19:55:35.714173,8.19,55.53,1.21,high
2025-05-06T19:55:37.715258,7.87,56.72,1.04,high
2025-05-06T19:55:39.714846,8.24,58.86,1.02,high
2025-05-06T19:55:41.715601,8.69,56.93,1.18,high
2025-05-06T19:55:43.720987,9.74,54.86,1.22,high
2025-05-06T19:55:45.715449,8.86,55.47,1.05,high
2025-05-06T19:55:47.715508,8.89,53.18,1.01,high
2025-05-06T19:55:49.720900,9.4,53.38,0.91,high
2025-05-06T19:55:51.716723,9.42,50.57,0.79,high
2025-05-06T19:55:53.724208,8.85,51.16,0.84,high
2025-05-06T19:55:55.714128,8.77,52.03,0.97,high
2025-05-06T19:55:57.723703,8.9,49.38,0.96,high
2025-05-06T19:55:59.711945,8.65,51.07,0.91,high
2025-05-06T19:56:01.714711,8.26,55.64,2.29,medium
2025-05-06T19:56:03.716985,8.7,57.62,2.98,medium
2025-05-06T19:56:05.721034,9.75,55.12,2.87,medium
2025-05-06T19:56:07.750112,9.84,60.06,2.93,medium
2025-05-06T19:56:09.731727,9.83,62.71,2.93,medium
2025-05-06T19:56:11.736350,10.23,59.52,1.69,high
2025-05-06T19:56:13.718658,10.2,59.9,1.01,high
2025-05-06T19:56:15.719246,10.18,61.08,1.15,high
2025-05-06T19:56:17.717672,9.77,59.11,1.44,high
2025-05-06T19:56:19.724383,10.11,54.68,1.67,high
2025-05-06T19:56:21.717376,10.07,57.82,2.17,medium
2025-05-06T19:56:23.729389,10.14,55.55,2.08,medium
2025-05-06T19:56:25.732705,9.83,52.14,2.18,medium
2025-05-06T19:56:27.726378,10.42,51.65,2.72,medium
2025-05-06T19:56:29.726841,10.12,50.81,3.57,medium
2025-05-06T19:56:31.739512,9.93,51.22,3.33,medium
2025-05-06T19:56:33.717436,10.01,55.82,3.22,medium
2025-05-06T19:56:35.721811,9.74,58.88,4.03,medium
2025-05-06T19:56:37.745669,9.35,60.3,4.0,medium
2025-05-06T19:56:39.723191,9.58,61.34,2.97,medium
2025-05-06T19:56:41.716573,9.62,59.78,2.5,medium
2025-05-06T19:56:43.730877,9.46,53.47,3.89,medium
2025-05-06T19:56:45.718295,9.62,54.24,3.05,medium
2025-05-06T19:56:47.727633,9.88,50.19,2.32,medium
2025-05-06T19:56:49.720396,9.43,51.42,2.33,medium
2025-05-06T19:56:51.713309,9.19,53.53,2.54,medium
2025-05-06T19:56:53.741345,8.99,55.49,1.29,high
2025-05-06T19:56:55.715007,9.39,57.41,1.12,high
2025-05-06T19:56:57.714334,9.64,59.82,0.93,high
2025-05-06T19:56:59.716696,10.16,54.42,0.92,high
2025-05-06T19:57:01.714283,10.6,55.41,0.74,high
2025-05-06T19:57:03.720061,10.73,56.3,0.8,high
2025-05-06T19:57:05.727408,9.84,54.13,0.75,high
2025-05-06T19:57:07.717903,9.13,52.42,0.87,high
