timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-04T14:06:52.630442,9.63,59.64,1.57,high
2025-05-04T14:06:53.148617,9.81,59.39,2.24,medium
2025-05-04T14:06:54.633949,9.73,63.82,0.95,high
2025-05-04T14:06:55.159050,9.43,63.69,2.66,medium
2025-05-04T14:06:56.647683,9.17,63.04,1.58,high
2025-05-04T14:06:57.167293,9.64,64.39,2.87,medium
2025-05-04T14:06:58.656715,9.49,60.09,1.54,high
2025-05-04T14:06:59.179384,9.62,63.83,1.48,high
2025-05-04T14:07:00.673210,10.05,59.6,2.48,medium
2025-05-04T14:07:01.195964,9.88,60.95,1.48,high
2025-05-04T14:07:02.689681,9.22,54.99,2.49,medium
2025-05-04T14:07:03.198670,9.3,61.8,1.7,high
2025-05-04T14:07:04.695712,8.99,52.13,2.33,medium
2025-05-04T14:07:05.200761,9.52,57.19,1.2,high
2025-05-04T14:07:06.705189,9.39,49.98,1.75,high
2025-05-04T14:07:07.207508,9.22,54.31,1.17,high
2025-05-04T14:07:08.710386,9.32,50.77,2.26,high
2025-05-04T14:07:09.222365,9.37,55.61,3.19,medium
2025-05-04T14:07:10.712032,9.1,50.41,1.42,high
2025-05-04T14:07:11.226578,9.15,60.49,3.07,medium
2025-05-04T14:07:12.722244,9.7,49.7,1.5,high
2025-05-04T14:07:13.228855,9.77,59.87,2.95,medium
2025-05-04T14:07:14.725855,9.78,44.7,1.47,high
2025-05-04T14:07:15.237454,9.66,62.51,3.07,medium
2025-05-04T14:07:16.727338,10.1,48.67,1.5,high
2025-05-04T14:07:17.240866,9.92,61.54,2.97,medium
2025-05-04T14:07:18.749404,9.84,49.62,1.14,high
2025-05-04T14:07:19.248920,9.83,55.94,0.88,high
2025-05-04T14:07:20.760140,9.91,53.46,1.01,high
2025-05-04T14:07:21.252930,9.26,57.86,0.93,high
2025-05-04T14:07:22.769428,10.23,56.08,1.03,high
2025-05-04T14:07:23.260340,9.13,55.65,2.67,high
2025-05-04T14:07:24.783540,10.31,57.26,1.07,high
